pair_id,change_tag,tag_source,tag_confidence,tag_evidence
DC-C07-S01-M1-POS-0009,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0010,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0010
DC-C07-S01-M1-POS-0010,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0010,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0011,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0011
DC-C07-S01-M1-POS-0011,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0011,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0012,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0012
DC-C07-S01-M1-POS-0012,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0012,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0013,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0013
DC-C07-S01-M1-POS-0013,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0013,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0014,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0014
DC-C07-S01-M1-POS-0014,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0014,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0015,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0015
DC-C07-S01-M1-POS-0015,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0015,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0016,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0016
DC-C07-S01-M1-POS-0016,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0016,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0017,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0017
DC-C07-S01-M1-POS-0017,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0017,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0018,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0018
DC-C07-S01-M1-POS-0018,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0018,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0019,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0019
DC-C07-S01-M1-POS-0019,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0019,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-POS-0020,native_lib_change,controlled_generation_rule,strong,DC-C07-S01-M1-CAND-0020
DC-C07-S01-M1-POS-0020,native_library_added,controlled_generation_rule,strong,lib/armeabi-v7a/libm0native.so
DC-C07-S01-M1-POS-0020,native_lib_count_change,feature_delta_smoke,strong,0->1
DC-C07-S01-M1-NEG-0001,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0001->DC-C07-S01-M1-CAND-0002
DC-C07-S01-M1-NEG-0002,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0002->DC-C07-S01-M1-CAND-0003
DC-C07-S01-M1-NEG-0003,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0003->DC-C07-S01-M1-CAND-0004
DC-C07-S01-M1-NEG-0004,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0004->DC-C07-S01-M1-CAND-0006
DC-C07-S01-M1-NEG-0005,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0006->DC-C07-S01-M1-CAND-0007
DC-C07-S01-M1-NEG-0006,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0007->DC-C07-S01-M1-CAND-0008
DC-C07-S01-M1-NEG-0007,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0008->DC-C07-S01-M1-CAND-0009
DC-C07-S01-M1-NEG-0008,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0009->DC-C07-S01-M1-CAND-0011
DC-C07-S01-M1-NEG-0009,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0011->DC-C07-S01-M1-CAND-0012
DC-C07-S01-M1-NEG-0010,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0012->DC-C07-S01-M1-CAND-0013
DC-C07-S01-M1-NEG-0011,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0013->DC-C07-S01-M1-CAND-0014
DC-C07-S01-M1-NEG-0012,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0014->DC-C07-S01-M1-CAND-0016
DC-C07-S01-M1-NEG-0013,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0016->DC-C07-S01-M1-CAND-0017
DC-C07-S01-M1-NEG-0014,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0017->DC-C07-S01-M1-CAND-0018
DC-C07-S01-M1-NEG-0015,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0018->DC-C07-S01-M1-CAND-0019
DC-C07-S01-M1-NEG-0016,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0019->DC-C07-S01-M1-CAND-0001
DC-C07-S01-M1-NEG-0017,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0005->DC-C07-S01-M1-CAND-0010
DC-C07-S01-M1-NEG-0018,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0010->DC-C07-S01-M1-CAND-0015
DC-C07-S01-M1-NEG-0019,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0015->DC-C07-S01-M1-CAND-0020
DC-C07-S01-M1-NEG-0020,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C07-S01-M1-CAND-0020->DC-C07-S01-M1-CAND-0005
