pair_id,change_tag,tag_source,tag_confidence,tag_evidence
DC-C01-S01-M1-POS-0015,package_name_change,feature_delta_smoke,medium,uk.co.bigheadgames.Snookererspo->com.eivaagames.RealPool3Dluo
DC-C01-S01-M1-POS-0016,repack,external_repack_label,medium,DC-C01-S01-M1-CAND-0017
DC-C01-S01-M1-POS-0016,component_change,feature_delta_smoke,medium,components_jaccard=0.9474
DC-C01-S01-M1-POS-0016,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.6446
DC-C01-S01-M1-POS-0016,resource_change,feature_delta_smoke,medium,res_path_jaccard=0.9810
DC-C01-S01-M1-POS-0017,repack,external_repack_label,medium,DC-C01-S01-M1-CAND-0018
DC-C01-S01-M1-POS-0018,repack,external_repack_label,medium,DC-C01-S01-M1-CAND-0019
DC-C01-S01-M1-POS-0018,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.4437
DC-C01-S01-M1-POS-0018,package_name_change,feature_delta_smoke,medium,com.kim.shotball->com.TurnTheGameOn.MidnightSportsDriver
DC-C01-S01-M1-POS-0019,repack,external_repack_label,medium,DC-C01-S01-M1-CAND-0020
DC-C01-S01-M1-POS-0019,component_change,feature_delta_smoke,medium,components_jaccard=0.3333
DC-C01-S01-M1-POS-0019,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.8756
DC-C01-S01-M1-POS-0019,resource_change,feature_delta_smoke,medium,res_path_jaccard=0.0900
DC-C01-S01-M1-POS-0019,package_name_change,feature_delta_smoke,medium,de.ceoception.hexrgbconverter->com.pico.Odds.AusGHRacing
DC-C01-S01-M1-POS-0020,repack,external_repack_label,medium,DC-C01-S01-M1-CAND-0025
DC-C01-S01-M1-POS-0020,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.9444
DC-C01-S01-M1-POS-0020,component_change,feature_delta_smoke,medium,components_jaccard=0.9394
DC-C01-S01-M1-POS-0020,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.9365
DC-C01-S01-M1-POS-0020,resource_change,feature_delta_smoke,medium,res_path_jaccard=0.9784
DC-C01-S01-M1-NEG-0001,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0001->DC-C01-S01-M1-CAND-0002
DC-C01-S01-M1-NEG-0002,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0002->DC-C01-S01-M1-CAND-0003
DC-C01-S01-M1-NEG-0003,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0003->DC-C01-S01-M1-CAND-0004
DC-C01-S01-M1-NEG-0004,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0004->DC-C01-S01-M1-CAND-0006
DC-C01-S01-M1-NEG-0005,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0006->DC-C01-S01-M1-CAND-0007
DC-C01-S01-M1-NEG-0006,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0007->DC-C01-S01-M1-CAND-0008
DC-C01-S01-M1-NEG-0007,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0008->DC-C01-S01-M1-CAND-0009
DC-C01-S01-M1-NEG-0008,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0009->DC-C01-S01-M1-CAND-0011
DC-C01-S01-M1-NEG-0009,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0011->DC-C01-S01-M1-CAND-0012
DC-C01-S01-M1-NEG-0010,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0012->DC-C01-S01-M1-CAND-0013
DC-C01-S01-M1-NEG-0011,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0013->DC-C01-S01-M1-CAND-0014
DC-C01-S01-M1-NEG-0012,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0014->DC-C01-S01-M1-CAND-0016
DC-C01-S01-M1-NEG-0013,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0016->DC-C01-S01-M1-CAND-0017
DC-C01-S01-M1-NEG-0014,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0017->DC-C01-S01-M1-CAND-0018
DC-C01-S01-M1-NEG-0015,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0018->DC-C01-S01-M1-CAND-0019
DC-C01-S01-M1-NEG-0016,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0019->DC-C01-S01-M1-CAND-0001
DC-C01-S01-M1-NEG-0017,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0005->DC-C01-S01-M1-CAND-0010
DC-C01-S01-M1-NEG-0018,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0010->DC-C01-S01-M1-CAND-0020
DC-C01-S01-M1-NEG-0019,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0020->DC-C01-S01-M1-CAND-0025
DC-C01-S01-M1-NEG-0020,negative_non_clone,negative_sampling_policy,medium,negative_shift:DC-C01-S01-M1-CAND-0025->DC-C01-S01-M1-CAND-0005
