pair_id,dataset_id,dataset_version,label,split,lineage_group_id,left_sha256,right_sha256,left_feature_status,right_feature_status,pair_feature_status,left_package,right_package,permissions_left,permissions_right,permissions_shared,permissions_jaccard,components_left,components_right,components_shared,components_jaccard,classes_left,classes_right,classes_shared,classes_jaccard,smali_files_left,smali_files_right,methods_left,methods_right,res_files_left,res_files_right,res_paths_shared,res_path_jaccard,notes
DC-C01-S01-M1-CAND-0011,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0011,0046c61ae24745e6a74d02a2dcf07494fd0ce6755f0c9484b8225bf4df31def1,b333c3b395c4e42c5d33dcfd30b6d5ebc01cf4aa449ea79c09807c86b0702101,success,success,success,org.northernstar.mobile,org.alps.mobile,11,11,11,1.0000,56,56,56,1.0000,2107,2107,2089,0.9831,2107,2107,15260,15260,267,267,267,1.0000,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0012,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0012,00602b9e81804905a6b7c0f1e066d0509da603b9d627a275b5e0d2fd52e6c260,2aef6c82b8843f097b49f64c04f6839c54dce0ff5b80b7d62758ec5caf6e3e35,success,success,success,sniper.duck.shooter,net.appholic.poconghunter,7,7,7,1.0000,38,38,36,0.9000,1197,1197,1157,0.9353,1197,1197,7667,7667,359,353,353,0.9833,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0013,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0013,0087ad70f86a434fdc035e0f7b41ad81f4f9d254cc799eb1fc7c6ea60282d947,a917ebf3f01513044faed8cc7146251849b1e679d557b5a07be3e4aa83a0d1a4,success,success,success,com.hellotalk,com.hellotalkoyrq,29,29,29,1.0000,111,117,111,0.9487,2152,2258,2152,0.9531,2152,2258,13683,14386,2106,2106,2106,1.0000,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0014,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0014,00fafd8dcdbd59ff035117ff1e19c8329a92ab797e452304fbe82aa9027acf24,857a078a0526def00650097bafc3e8aad51550561f1a914f886263a9ee96b897,success,success,success,kr.mobilesoft.yxplayer,kr.mobilesoft.yxplayer,4,4,4,1.0000,12,12,12,1.0000,172,170,169,0.9769,172,170,1063,1048,148,118,112,0.7273,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0016,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0016,015a06fe5119e8030c8521ecb742ef4bc638aa64b8c9f12969771f740ec5e151,3577ae9b0f3e4ac2d3ff37af458bbe1d2bdbfb799d64ff2fc4abb14818a5e2b8,success,success,success,uk.co.bigheadgames.Snookererspo,com.eivaagames.RealPool3Dluo,9,9,9,1.0000,5,5,5,1.0000,109,107,106,0.9636,109,107,702,686,6,6,6,1.0000,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0017,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0017,0182f8e03306449f87c6c26204ca014cf79e180efb1560749be1bcbe4d49045c,7bf21599ab895e19998f2c52acd2743088a191416d74d1a37aa17b21554c7c41,success,success,success,com.freedomrecyle.carunblock,com.freedomrecyle.carunblock,3,3,3,1.0000,19,18,18,0.9474,107,166,107,0.6446,107,166,460,743,103,105,103,0.9810,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0018,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0018,01888a153046fd043b5c37189e2ad0060d10c0a27c5e11180f4941196fe9acfe,249c5562f5b544a28764d8261fea08e2e05a681e2f9ed1cee173cf121fc09778,success,success,success,air.com.infofrontline.jackwt,air.com.infofrontline.jackwt,6,6,6,1.0000,3,3,3,1.0000,208,208,208,1.0000,208,208,1557,1548,34,34,34,1.0000,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0019,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0019,0192987c9db717fa84e5b51d2fb31a17b42475fb6834f69c40fe407617dd1af9,00e9e9bcf24affd2d87c034752ed9f74496eebc464d021fa79d48321b2b76ee3,success,success,success,com.kim.shotball,com.TurnTheGameOn.MidnightSportsDriver,2,2,2,1.0000,2,2,2,1.0000,265,581,260,0.4437,265,581,1529,4028,7,7,7,1.0000,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0020,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,holdout,C01M1-RP-0020,0197ddb5ea5c2af189bc51a441fa1b6c5467bd902bfdccfcacde725d56317541,675852fd53756d069153df837e2d1f002d3571d9bbc42982c2da84b7bd005cb3,success,success,success,de.ceoception.hexrgbconverter,com.pico.Odds.AusGHRacing,2,2,2,1.0000,2,2,1,0.3333,208,214,197,0.8756,208,214,1093,1129,98,11,9,0.0900,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0021,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0021,019a8a0d6916011c67c8bb7eae39778fb82168e47b6b0bc9efd2b24e6b27ce13,195c46b03b3bb42408aaf604ad9375e0efde1ccbadfee23acf20009515f876c4,success,success,success,com.appmk.magazine.main,com.appmk.magazine.main,4,4,4,1.0000,3,3,3,1.0000,248,248,248,1.0000,248,248,1520,1520,28,28,28,1.0000,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0022,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0022,01a81f0196554fc91315263b15ad65b4ca2ac08be2562c219fc87caec1ab564e,4badd2eca2808520c943899c31bf0e2f271dbd34a9b5d4c9e4cf5796336644f5,success,success,success,com.minifactory.tankbattle,com.justicemission.Sniper,7,7,7,1.0000,8,8,8,1.0000,985,985,985,1.0000,985,985,5468,5470,14,8,8,0.5714,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0023,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0023,01c6299941a04734370854fb928a326f659709ff4c663799025515bdd8407e08,052ac8459faba929a899d7abfa6564466a2abb2649e9a0754cda6e672f71f207,success,success,success,cn.hightech.animalpai,com.saga.crazygobangs,12,12,12,1.0000,14,15,14,0.9333,463,1047,452,0.4272,463,1047,2932,6331,97,97,97,1.0000,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0024,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,dev,C01M1-RP-0024,01c65038bbc68ce7948c6896bbb554edb5bd3eb8d2ccb9e4d2031fe831e0c427,0f13ee3c7cabe5c1ec33b0d7215e8b3f0f436d8485ba69722f46b91a6e541503,success,success,success,com.hidayabooks.app130,com.intsolutionlb.app130,2,2,2,1.0000,2,2,1,0.3333,291,291,278,0.9145,291,291,1728,1728,21,21,21,1.0000,covered_by_decode_sanity_summary
DC-C01-S01-M1-CAND-0025,DC-C01-S01-M1,m1-candidate-2026-06-12,repack,holdout,C01M1-RP-0025,01e1fe9ba4a822eaca97c06c3dc1bacd331d85539da35962c6777390d6434c94,a636e3f61c3ec74bd7febb531fc5c83c6acc14244d2c3a5591e7570e4c9a0abf,success,success,success,com.hyrt.zhichi.ui.main,com.hyrt.zhichi.ui.main,17,18,17,0.9444,31,33,31,0.9394,669,704,664,0.9365,669,704,5959,6191,454,462,453,0.9784,covered_by_decode_sanity_summary
