pair_id,dataset_id,dataset_version,label,split,lineage_group_id,left_sha256,right_sha256,left_feature_status,right_feature_status,pair_feature_status,left_package,right_package,permissions_left,permissions_right,permissions_shared,permissions_jaccard,components_left,components_right,components_shared,components_jaccard,classes_left,classes_right,classes_shared,classes_jaccard,smali_files_left,smali_files_right,methods_left,methods_right,res_files_left,res_files_right,res_paths_shared,res_path_jaccard,notes
DC-C09-S01-M1-CAND-0011,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,dev,C09M1-MDEX-0011,761b5cdfaaca2fc361cfcf41f23883caaa0d7f36673a707a294e2706cddbd719,e9f1214b8956936070e2aa44de30693ea07bbe73ffb73f3939626943a9295d49,success,success,success,com.phd.m1.c09.f011,com.phd.m1.c09.f011,0,0,0,,0,0,0,,13,13,13,1.0000,13,13,26,26,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0012,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,dev,C09M1-MDEX-0012,8991171f9808fe37197bd0189efafc3c153d1cd367222e7e7939a5f267e7564c,de3cbfb6f629eff18f0d1ba01a880024923d005d4d5dc9b4fbbc73d8275931ab,success,success,success,com.phd.m1.c09.f012,com.phd.m1.c09.f012,0,0,0,,0,0,0,,10,10,10,1.0000,10,10,20,20,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0013,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,dev,C09M1-MDEX-0013,88a6267b2e14b3c9d8da450e4dae5db89f77f249abebcfd3a945c383560d0e8b,8346b5267ad5d58ee085f7b7b4fa760a1783d1ac78564d41bded0289c6ebb671,success,success,success,com.phd.m1.c09.f013,com.phd.m1.c09.f013,0,0,0,,0,0,0,,11,11,11,1.0000,11,11,22,22,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0014,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,dev,C09M1-MDEX-0014,2aa58c997381b50a7d6ac34fa92612918864a2aed284c69c9cf27b47f75e43bf,272974b6e7a91823dcb70b0c257874b95d34cbb416b599a517f81a8be86a3307,success,success,success,com.phd.m1.c09.f014,com.phd.m1.c09.f014,0,0,0,,0,0,0,,12,12,12,1.0000,12,12,24,24,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0015,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,holdout,C09M1-MDEX-0015,6a96e3d5ed8ed631c5f9c5893fb2d7289ce96d5bea20b684fbd8a2ffe5f85de1,d5071a4b1dde7fcfd30a3ce6193f0ac32b4ef533b28cd70e5ff4f5ce5f1f5458,success,success,success,com.phd.m1.c09.f015,com.phd.m1.c09.f015,0,0,0,,0,0,0,,13,13,13,1.0000,13,13,26,26,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0016,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,dev,C09M1-MDEX-0016,3a7fdff1465d090af20b80ac932ab79ba6e96ef20c8e6ece042545f73c2eaf04,72396e495e049912b97c03301c8bda7e55b5cc2d62c3764679df94f2541beeaf,success,success,success,com.phd.m1.c09.f016,com.phd.m1.c09.f016,0,0,0,,0,0,0,,10,10,10,1.0000,10,10,20,20,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0017,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,dev,C09M1-MDEX-0017,24e55e5dc51887c838eec7d6a332113c19077c36104e97b65f3d132d6fe3b221,3ba6a92759a049cde04eaad410d8680998bc4ea4d5dcdd0029b6d65fd22cef67,success,success,success,com.phd.m1.c09.f017,com.phd.m1.c09.f017,0,0,0,,0,0,0,,11,11,11,1.0000,11,11,22,22,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0018,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,dev,C09M1-MDEX-0018,1f8bce2bc4440c503b4bc59799f94e2392d0038557723692c4e9fb12957a3a90,732055db8cb1b8ce848464ab32064fb3aea0af8f0edb84653d8f1c6104927b68,success,success,success,com.phd.m1.c09.f018,com.phd.m1.c09.f018,0,0,0,,0,0,0,,12,12,12,1.0000,12,12,24,24,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0019,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,dev,C09M1-MDEX-0019,503472bb89a9dc93807d993be09d8ce0bac31fdde96acfce5b5ccbe51f5084d2,53c4ef3e63ca641e4421924d7cb6c57a38a41a9162234757c4038bb59731593c,success,success,success,com.phd.m1.c09.f019,com.phd.m1.c09.f019,0,0,0,,0,0,0,,13,13,13,1.0000,13,13,26,26,3,3,3,1.0000,covered_by_decode_sanity_summary
DC-C09-S01-M1-CAND-0020,DC-C09-S01-M1,m1-controlled-2026-06-12,positive_multidex_split,holdout,C09M1-MDEX-0020,b6a1aff42ec2cc418b1232e12b801befdee43effa6cc79a0028fe205ad627d61,813124d077e86c39e2add9990ab0bc094a14311914a6722253bdf812d1ba8cf3,success,success,success,com.phd.m1.c09.f020,com.phd.m1.c09.f020,0,0,0,,0,0,0,,10,10,10,1.0000,10,10,20,20,3,3,3,1.0000,covered_by_decode_sanity_summary
