pair_id,dataset_id,dataset_version,left_sha256,right_sha256,label,lineage_group_id,split,ground_truth_source,label_confidence,notes
DC-C06-S01-M1-CAND-0011,DC-C06-S01-M1,m1-controlled-2026-06-12,01cded645684a913dcc1d95ee7a2078f58235cafc2cf3247ea1443a150183b77,9d5d5f6b73b73029389f76aefd59f9f7f5bc9e812b608842912f5e75e4154fb8,positive_obfuscation_like_rename,C06M1-R8-0011,dev,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0012,DC-C06-S01-M1,m1-controlled-2026-06-12,58eb44ed4546cf0015b6d51d93cf412f9da058328415351c6b8626ab69c28b66,0505d7aeb9c70639c906eaa7c7ab1bd91c2c503644643bd09ec2eff8241640dc,positive_obfuscation_like_rename,C06M1-R8-0012,dev,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0013,DC-C06-S01-M1,m1-controlled-2026-06-12,ca1239fc2eca876fddebf68b74dd12f0d41d28fe71066edff6ea68c837e85775,8fb5702050c06c0d442d813bd428fed10bd9ff2a135304c0ec9a6468d07dbd10,positive_obfuscation_like_rename,C06M1-R8-0013,dev,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0014,DC-C06-S01-M1,m1-controlled-2026-06-12,98798724b702c6ccdb61530526ab1a5c128cd046ac0d4f5099e491552d49a08a,8c4b1a1d30b6f2462aad457b9248ac3d589110e15d4ea9025d2b1f05e1ac3580,positive_obfuscation_like_rename,C06M1-R8-0014,dev,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0015,DC-C06-S01-M1,m1-controlled-2026-06-12,1708c204318caf5d261c08ea0274b783d68741713efebd2ac69b1611f384bf34,c5044e1be902852496194e82104ffc6127d4e374f645e2a7b7382eed2ac05f7e,positive_obfuscation_like_rename,C06M1-R8-0015,holdout,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0016,DC-C06-S01-M1,m1-controlled-2026-06-12,f536d068f526f657ff9c95e2c8c289b7535ce4745daf5ec2f8b1bdd24461667c,57516ec83c38e8fa3ea0a7519e519cc56edabdcc1a1f1d53c4c97eb3ad1d5a60,positive_obfuscation_like_rename,C06M1-R8-0016,dev,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0017,DC-C06-S01-M1,m1-controlled-2026-06-12,c13eb023225e7070809dffe8384f9a34bb48b1b90e452a6fa0cbecbe20004eac,d48c9e6a8c7a076e22fa4342b86e0211c98ceb447c1388c8bd43c21f39c61d91,positive_obfuscation_like_rename,C06M1-R8-0017,dev,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0018,DC-C06-S01-M1,m1-controlled-2026-06-12,673ddc86240470cd872f36bf122d1093e210b8a314c56a5e7e29983b99048228,a7d2dbd79f69b34acadaf4bc54f3550ec4d9a4392b017e4a57dd280e8a627562,positive_obfuscation_like_rename,C06M1-R8-0018,dev,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0019,DC-C06-S01-M1,m1-controlled-2026-06-12,1ff9b889925bda53b0dd4a3c867debb4002629deb6a52af8e1f38e2deb3d8d4a,c59f0a77cccfa85b3cf0dbfafdd02bebea0ae6b89864eb38f995638d9463a5fd,positive_obfuscation_like_rename,C06M1-R8-0019,dev,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
DC-C06-S01-M1-CAND-0020,DC-C06-S01-M1,m1-controlled-2026-06-12,26e6725165d066fe517a5b6694828be5c2a1e4fdffd970c11af0e387e3ceac54,c57bcc5ffb855d24cd9ca408d2cc39776cf9082d142c98d09ce2b63cf77a189f,positive_obfuscation_like_rename,C06M1-R8-0020,holdout,controlled synthetic local generation,medium,right APK uses obfuscation-like class and method names; this is not real R8 compiler output
