seed_pair_id,coordinate,class_code,class_name,scenario_support,maturity,label,ground_truth_kind,label_source,label_method,label_confidence,evidence_ref,base_app_id,reuse_group,independence_unit,claim_scope,left_id,right_id,left_sha256,right_sha256,left_apk_ref,right_apk_ref,source_kind,source_ref,data_quality,expected_change,expected_invariants,notes
M0-C05-PB-004,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0004,00b04cda4f1c6f3a838b0303ec6142d7420164555f08bf337fab45c6a9b51e35,az-piggybacking-AZP-PB-0004,az-piggybacking-00b04cda4f1c6f3a838b0303ec6142d7420164555f08bf337fab45c6a9b51e35,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",00b04cda4f1c6f3a838b0303ec6142d7420164555f08bf337fab45c6a9b51e35,a7cb7b66eb8af4f27dc856c942ae2b35505b848a4c891e5cafdd4dba9ff60141,00b04cda4f1c6f3a838b0303ec6142d7420164555f08bf337fab45c6a9b51e35,a7cb7b66eb8af4f27dc856c942ae2b35505b848a4c891e5cafdd4dba9ff60141,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0004; restored Piggybacking queue label.
M0-C05-PB-005,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0005,00c381f40f4084f98ce6c7a9a32a1bbc890123e9244f779aefb491eaf9dcf316,az-piggybacking-AZP-PB-0005,az-piggybacking-00c381f40f4084f98ce6c7a9a32a1bbc890123e9244f779aefb491eaf9dcf316,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",00c381f40f4084f98ce6c7a9a32a1bbc890123e9244f779aefb491eaf9dcf316,2dc27146f98e2c993f38e0af9a1604430c98e8861353a2c79c731668903d087d,00c381f40f4084f98ce6c7a9a32a1bbc890123e9244f779aefb491eaf9dcf316,2dc27146f98e2c993f38e0af9a1604430c98e8861353a2c79c731668903d087d,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0005; restored Piggybacking queue label.
M0-C05-PB-006,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0006,013bd1b87581626cc5bdb185d22d4c36476cf30078ac617b02a855cb2e2dd533,az-piggybacking-AZP-PB-0006,az-piggybacking-013bd1b87581626cc5bdb185d22d4c36476cf30078ac617b02a855cb2e2dd533,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",013bd1b87581626cc5bdb185d22d4c36476cf30078ac617b02a855cb2e2dd533,7eb06aa2df84855ee73ab3d9dbd4f5128c5c0c98ed3c31901dfc7568b34b7b34,013bd1b87581626cc5bdb185d22d4c36476cf30078ac617b02a855cb2e2dd533,7eb06aa2df84855ee73ab3d9dbd4f5128c5c0c98ed3c31901dfc7568b34b7b34,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0006; restored Piggybacking queue label.
M0-C05-PB-007,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0007,01402b3eefcdc7b4236f9e51a586def98512db08399b204d223c748a942d0d4b,az-piggybacking-AZP-PB-0007,az-piggybacking-01402b3eefcdc7b4236f9e51a586def98512db08399b204d223c748a942d0d4b,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",01402b3eefcdc7b4236f9e51a586def98512db08399b204d223c748a942d0d4b,2d1312b1fe86a88cada84ca97946b3c50e157e5bca251373902837d82e9d08f4,01402b3eefcdc7b4236f9e51a586def98512db08399b204d223c748a942d0d4b,2d1312b1fe86a88cada84ca97946b3c50e157e5bca251373902837d82e9d08f4,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0007; restored Piggybacking queue label.
M0-C05-PB-008,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0008,01c32411bda45bb4e3c959a9b1fe5de051475e3afb74fecb8d82e5b629812ae1,az-piggybacking-AZP-PB-0008,az-piggybacking-01c32411bda45bb4e3c959a9b1fe5de051475e3afb74fecb8d82e5b629812ae1,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",01c32411bda45bb4e3c959a9b1fe5de051475e3afb74fecb8d82e5b629812ae1,5513a2cefdfdc8123382392b55447d7d46f6f908d0049274972324352a72ba9d,01c32411bda45bb4e3c959a9b1fe5de051475e3afb74fecb8d82e5b629812ae1,5513a2cefdfdc8123382392b55447d7d46f6f908d0049274972324352a72ba9d,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0008; restored Piggybacking queue label.
M0-C05-PB-009,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0009,01d187b35224373928b795974d92ca6396a3496c7eb192de8a4419e29da6848a,az-piggybacking-AZP-PB-0009,az-piggybacking-01d187b35224373928b795974d92ca6396a3496c7eb192de8a4419e29da6848a,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",01d187b35224373928b795974d92ca6396a3496c7eb192de8a4419e29da6848a,200ab30072b1ad52712eb89256fc40f93185b8cf7ea064fee8c4e8d774e9436a,01d187b35224373928b795974d92ca6396a3496c7eb192de8a4419e29da6848a,200ab30072b1ad52712eb89256fc40f93185b8cf7ea064fee8c4e8d774e9436a,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0009; restored Piggybacking queue label.
M0-C05-PB-010,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0010,02c76a4c267aba976b6a0cb91a88f1c20e73cdeb7e1ae88eb83632fb76fdd4ef,az-piggybacking-AZP-PB-0010,az-piggybacking-02c76a4c267aba976b6a0cb91a88f1c20e73cdeb7e1ae88eb83632fb76fdd4ef,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",02c76a4c267aba976b6a0cb91a88f1c20e73cdeb7e1ae88eb83632fb76fdd4ef,e57856c984afd9519062b59edb5fb995333db2659cc094e256a39beee8d8a084,02c76a4c267aba976b6a0cb91a88f1c20e73cdeb7e1ae88eb83632fb76fdd4ef,e57856c984afd9519062b59edb5fb995333db2659cc094e256a39beee8d8a084,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0010; restored Piggybacking queue label.
M0-C05-PB-011,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0011,02f81f59c60a679b58c918efdfdd9ced368c33c2b13beafd3100fad52d63c9b6,az-piggybacking-AZP-PB-0011,az-piggybacking-02f81f59c60a679b58c918efdfdd9ced368c33c2b13beafd3100fad52d63c9b6,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",02f81f59c60a679b58c918efdfdd9ced368c33c2b13beafd3100fad52d63c9b6,dcfa23ca01108b4a6209547e19bbe1eb6ab6836eea35053c6ca6b7567adaabf4,02f81f59c60a679b58c918efdfdd9ced368c33c2b13beafd3100fad52d63c9b6,dcfa23ca01108b4a6209547e19bbe1eb6ab6836eea35053c6ca6b7567adaabf4,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0011; restored Piggybacking queue label.
M0-C05-PB-012,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0012,032b3ab75a6d39dd52e0a2e87e6b0611a9395dddae828b554f029a658d7ed18d,az-piggybacking-AZP-PB-0012,az-piggybacking-032b3ab75a6d39dd52e0a2e87e6b0611a9395dddae828b554f029a658d7ed18d,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",032b3ab75a6d39dd52e0a2e87e6b0611a9395dddae828b554f029a658d7ed18d,b2df9856658c9a2366f9974ea73c8d01187a68d1ce39716eb2a9bebbcb0195a2,032b3ab75a6d39dd52e0a2e87e6b0611a9395dddae828b554f029a658d7ed18d,b2df9856658c9a2366f9974ea73c8d01187a68d1ce39716eb2a9bebbcb0195a2,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0012; restored Piggybacking queue label.
M0-C05-PB-013,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0013,032fcfc99fdbff2acc6807f431affdf540d45ddb3cba43e99436018e461c70d8,az-piggybacking-AZP-PB-0013,az-piggybacking-032fcfc99fdbff2acc6807f431affdf540d45ddb3cba43e99436018e461c70d8,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",032fcfc99fdbff2acc6807f431affdf540d45ddb3cba43e99436018e461c70d8,365b7de96c392bcb574dec33fbbd1deacdda448ca6374401a3344c3c44ab9285,032fcfc99fdbff2acc6807f431affdf540d45ddb3cba43e99436018e461c70d8,365b7de96c392bcb574dec33fbbd1deacdda448ca6374401a3344c3c44ab9285,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0013; restored Piggybacking queue label.
M0-C05-PB-014,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0014,03828a4cd0d2dca3ec3441802fb35665af42a894b5c794be81a8873a3be4fed7,az-piggybacking-AZP-PB-0014,az-piggybacking-03828a4cd0d2dca3ec3441802fb35665af42a894b5c794be81a8873a3be4fed7,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",03828a4cd0d2dca3ec3441802fb35665af42a894b5c794be81a8873a3be4fed7,00b4c41891bc44b63a6a1c4b7aca6b9b645b1b8579bac2597d3503dd504f4612,03828a4cd0d2dca3ec3441802fb35665af42a894b5c794be81a8873a3be4fed7,00b4c41891bc44b63a6a1c4b7aca6b9b645b1b8579bac2597d3503dd504f4612,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0014; restored Piggybacking queue label.
M0-C05-PB-015,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0015,03ae13c1bc8e498058f54c1e30b5ea145208d27e832721cf5271794f4355acd1,az-piggybacking-AZP-PB-0015,az-piggybacking-03ae13c1bc8e498058f54c1e30b5ea145208d27e832721cf5271794f4355acd1,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",03ae13c1bc8e498058f54c1e30b5ea145208d27e832721cf5271794f4355acd1,2dce45c852ea20f6731d30a4162fe920a9fbd4892d5193585dcd447f5f5ef4ce,03ae13c1bc8e498058f54c1e30b5ea145208d27e832721cf5271794f4355acd1,2dce45c852ea20f6731d30a4162fe920a9fbd4892d5193585dcd447f5f5ef4ce,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0015; restored Piggybacking queue label.
M0-C05-PB-016,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0016,03c54e3a352343e8208c3a32b1c5ade2731833f59334d18630c3c2ded5f4a31d,az-piggybacking-AZP-PB-0016,az-piggybacking-03c54e3a352343e8208c3a32b1c5ade2731833f59334d18630c3c2ded5f4a31d,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",03c54e3a352343e8208c3a32b1c5ade2731833f59334d18630c3c2ded5f4a31d,7afbb915ff66427dbd8f28535e79a66f10fd193ba925ed73d6d495000598f10c,03c54e3a352343e8208c3a32b1c5ade2731833f59334d18630c3c2ded5f4a31d,7afbb915ff66427dbd8f28535e79a66f10fd193ba925ed73d6d495000598f10c,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0016; restored Piggybacking queue label.
M0-C05-PB-017,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0017,040a8b6f58a19f1758438a2bdd7fc8b7bb47e6b1b30c9225243348d2b4a160c8,az-piggybacking-AZP-PB-0017,az-piggybacking-040a8b6f58a19f1758438a2bdd7fc8b7bb47e6b1b30c9225243348d2b4a160c8,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",040a8b6f58a19f1758438a2bdd7fc8b7bb47e6b1b30c9225243348d2b4a160c8,104ac59bb3cc508e8ab51117f86b8602c3fa75aa05f667ce4a8caf136d90d8a5,040a8b6f58a19f1758438a2bdd7fc8b7bb47e6b1b30c9225243348d2b4a160c8,104ac59bb3cc508e8ab51117f86b8602c3fa75aa05f667ce4a8caf136d90d8a5,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0017; restored Piggybacking queue label.
