seed_app_id,class_code,class_name,coordinate_support,app_ref,sha256,apk_ref,source_ref,materialization_status,notes
M0-C01-APP-006-L,C01,repack,DC-C01-S01-M0;DC-C01-S02-M0;DC-C01-S03-M0;DC-C01-S04-M0;DC-C01-S05-M0,228e4844ebbea413fbd16b17ba09e96ebdf93c3ba0499edc67ec28b6fea2dadd,228e4844ebbea413fbd16b17ba09e96ebdf93c3ba0499edc67ec28b6fea2dadd,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,E-2026-04-032:RGO-0006:left
M0-C01-APP-006-R,C01,repack,DC-C01-S01-M0;DC-C01-S02-M0;DC-C01-S03-M0;DC-C01-S04-M0;DC-C01-S05-M0,9d21e7213377abb04cb3134999fd25dc5cae798f9549e605b82f50259507fdef,9d21e7213377abb04cb3134999fd25dc5cae798f9549e605b82f50259507fdef,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,
M0-C01-APP-007-L,C01,repack,DC-C01-S01-M0;DC-C01-S02-M0;DC-C01-S03-M0;DC-C01-S04-M0;DC-C01-S05-M0,256b984de50e7d46d4457ebcbae98f1b1a500fed3ec75659d3834416f1cf68de,256b984de50e7d46d4457ebcbae98f1b1a500fed3ec75659d3834416f1cf68de,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,E-2026-04-032:RGO-0007:left
M0-C01-APP-007-R,C01,repack,DC-C01-S01-M0;DC-C01-S02-M0;DC-C01-S03-M0;DC-C01-S04-M0;DC-C01-S05-M0,6fa7eba67dfd2922c5212040ffb93af73ee38e2371b2609fb670fd65e3aafc3c,6fa7eba67dfd2922c5212040ffb93af73ee38e2371b2609fb670fd65e3aafc3c,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,E-2026-04-032:RGO-0007:right
M0-C05-APP-001-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_001:original
M0-C05-APP-001-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,a55ea5807203ce31470d1905ed30f9267ae3459809dda25c4f339197de6486fe,a55ea5807203ce31470d1905ed30f9267ae3459809dda25c4f339197de6486fe,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_001:repackaged
M0-C05-APP-002-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_002:original
M0-C05-APP-002-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,b5610062146d79ca6cdfdca2f42555aee3c5317fdda76bde40b4bd286b4f6a86,b5610062146d79ca6cdfdca2f42555aee3c5317fdda76bde40b4bd286b4f6a86,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_002:repackaged
M0-C05-APP-003-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,009d7e035c1a41ccea8f4332506f3f65b14c673750c1fdb518fad6886a22d931,009d7e035c1a41ccea8f4332506f3f65b14c673750c1fdb518fad6886a22d931,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_003:original
M0-C05-APP-003-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,03e4b7d80a9cb3c2169f2cf4bad1edfbe14d5a3eb5dfc7caeeacb9a6557bac23,03e4b7d80a9cb3c2169f2cf4bad1edfbe14d5a3eb5dfc7caeeacb9a6557bac23,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_003:repackaged
M0-C05-APP-004-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,00b04cda4f1c6f3a838b0303ec6142d7420164555f08bf337fab45c6a9b51e35,00b04cda4f1c6f3a838b0303ec6142d7420164555f08bf337fab45c6a9b51e35,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_004:original
M0-C05-APP-004-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,a7cb7b66eb8af4f27dc856c942ae2b35505b848a4c891e5cafdd4dba9ff60141,a7cb7b66eb8af4f27dc856c942ae2b35505b848a4c891e5cafdd4dba9ff60141,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_004:repackaged
M0-C05-APP-005-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,00c381f40f4084f98ce6c7a9a32a1bbc890123e9244f779aefb491eaf9dcf316,00c381f40f4084f98ce6c7a9a32a1bbc890123e9244f779aefb491eaf9dcf316,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_005:original
M0-C05-APP-005-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,2dc27146f98e2c993f38e0af9a1604430c98e8861353a2c79c731668903d087d,2dc27146f98e2c993f38e0af9a1604430c98e8861353a2c79c731668903d087d,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_005:repackaged
M0-C05-APP-006-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,013bd1b87581626cc5bdb185d22d4c36476cf30078ac617b02a855cb2e2dd533,013bd1b87581626cc5bdb185d22d4c36476cf30078ac617b02a855cb2e2dd533,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_007:original
M0-C05-APP-006-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,7eb06aa2df84855ee73ab3d9dbd4f5128c5c0c98ed3c31901dfc7568b34b7b34,7eb06aa2df84855ee73ab3d9dbd4f5128c5c0c98ed3c31901dfc7568b34b7b34,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_007:repackaged
M0-C05-APP-007-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,01402b3eefcdc7b4236f9e51a586def98512db08399b204d223c748a942d0d4b,01402b3eefcdc7b4236f9e51a586def98512db08399b204d223c748a942d0d4b,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_008:original
M0-C05-APP-007-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,2d1312b1fe86a88cada84ca97946b3c50e157e5bca251373902837d82e9d08f4,2d1312b1fe86a88cada84ca97946b3c50e157e5bca251373902837d82e9d08f4,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_008:repackaged
M0-C05-APP-008-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,01c32411bda45bb4e3c959a9b1fe5de051475e3afb74fecb8d82e5b629812ae1,01c32411bda45bb4e3c959a9b1fe5de051475e3afb74fecb8d82e5b629812ae1,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_009:original
M0-C05-APP-008-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,5513a2cefdfdc8123382392b55447d7d46f6f908d0049274972324352a72ba9d,5513a2cefdfdc8123382392b55447d7d46f6f908d0049274972324352a72ba9d,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_009:repackaged
M0-C05-APP-009-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,01d187b35224373928b795974d92ca6396a3496c7eb192de8a4419e29da6848a,01d187b35224373928b795974d92ca6396a3496c7eb192de8a4419e29da6848a,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_010:original
M0-C05-APP-009-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,200ab30072b1ad52712eb89256fc40f93185b8cf7ea064fee8c4e8d774e9436a,200ab30072b1ad52712eb89256fc40f93185b8cf7ea064fee8c4e8d774e9436a,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_010:repackaged
M0-C05-APP-010-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,02c76a4c267aba976b6a0cb91a88f1c20e73cdeb7e1ae88eb83632fb76fdd4ef,02c76a4c267aba976b6a0cb91a88f1c20e73cdeb7e1ae88eb83632fb76fdd4ef,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_011:original
M0-C05-APP-010-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,e57856c984afd9519062b59edb5fb995333db2659cc094e256a39beee8d8a084,e57856c984afd9519062b59edb5fb995333db2659cc094e256a39beee8d8a084,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_011:repackaged
M0-C05-APP-011-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,02f81f59c60a679b58c918efdfdd9ced368c33c2b13beafd3100fad52d63c9b6,02f81f59c60a679b58c918efdfdd9ced368c33c2b13beafd3100fad52d63c9b6,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_012:original
M0-C05-APP-011-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,dcfa23ca01108b4a6209547e19bbe1eb6ab6836eea35053c6ca6b7567adaabf4,dcfa23ca01108b4a6209547e19bbe1eb6ab6836eea35053c6ca6b7567adaabf4,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_012:repackaged
M0-C05-APP-012-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,032b3ab75a6d39dd52e0a2e87e6b0611a9395dddae828b554f029a658d7ed18d,032b3ab75a6d39dd52e0a2e87e6b0611a9395dddae828b554f029a658d7ed18d,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_013:original
M0-C05-APP-012-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,b2df9856658c9a2366f9974ea73c8d01187a68d1ce39716eb2a9bebbcb0195a2,b2df9856658c9a2366f9974ea73c8d01187a68d1ce39716eb2a9bebbcb0195a2,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_013:repackaged
M0-C05-APP-013-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,032fcfc99fdbff2acc6807f431affdf540d45ddb3cba43e99436018e461c70d8,032fcfc99fdbff2acc6807f431affdf540d45ddb3cba43e99436018e461c70d8,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_014:original
M0-C05-APP-013-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,365b7de96c392bcb574dec33fbbd1deacdda448ca6374401a3344c3c44ab9285,365b7de96c392bcb574dec33fbbd1deacdda448ca6374401a3344c3c44ab9285,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_014:repackaged
M0-C05-APP-014-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,03828a4cd0d2dca3ec3441802fb35665af42a894b5c794be81a8873a3be4fed7,03828a4cd0d2dca3ec3441802fb35665af42a894b5c794be81a8873a3be4fed7,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_015:original
M0-C05-APP-014-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,00b4c41891bc44b63a6a1c4b7aca6b9b645b1b8579bac2597d3503dd504f4612,00b4c41891bc44b63a6a1c4b7aca6b9b645b1b8579bac2597d3503dd504f4612,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_015:repackaged
M0-C05-APP-015-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,03ae13c1bc8e498058f54c1e30b5ea145208d27e832721cf5271794f4355acd1,03ae13c1bc8e498058f54c1e30b5ea145208d27e832721cf5271794f4355acd1,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_016:original
M0-C05-APP-015-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,2dce45c852ea20f6731d30a4162fe920a9fbd4892d5193585dcd447f5f5ef4ce,2dce45c852ea20f6731d30a4162fe920a9fbd4892d5193585dcd447f5f5ef4ce,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_016:repackaged
M0-C05-APP-016-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,03c54e3a352343e8208c3a32b1c5ade2731833f59334d18630c3c2ded5f4a31d,03c54e3a352343e8208c3a32b1c5ade2731833f59334d18630c3c2ded5f4a31d,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_017:original
M0-C05-APP-016-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,7afbb915ff66427dbd8f28535e79a66f10fd193ba925ed73d6d495000598f10c,7afbb915ff66427dbd8f28535e79a66f10fd193ba925ed73d6d495000598f10c,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_017:repackaged
M0-C05-APP-017-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,040a8b6f58a19f1758438a2bdd7fc8b7bb47e6b1b30c9225243348d2b4a160c8,040a8b6f58a19f1758438a2bdd7fc8b7bb47e6b1b30c9225243348d2b4a160c8,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_018:original
M0-C05-APP-017-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,104ac59bb3cc508e8ab51117f86b8602c3fa75aa05f667ce4a8caf136d90d8a5,104ac59bb3cc508e8ab51117f86b8602c3fa75aa05f667ce4a8caf136d90d8a5,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_018:repackaged
M0-C05-APP-018-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,045a85182df81bac4c14f03b920aaaa161491c915b49492ba0c83bb5d38f1904,045a85182df81bac4c14f03b920aaaa161491c915b49492ba0c83bb5d38f1904,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_019:original
M0-C05-APP-018-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,c3d7a940ef74ef60c9c98746068b8d09971dfef811b6b32744dbd667fd4c35cc,c3d7a940ef74ef60c9c98746068b8d09971dfef811b6b32744dbd667fd4c35cc,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_019:repackaged
M0-C05-APP-019-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,04a219fa7693fee8d189d56297282730f09c3ab71453f4b006ed94fecc1c7b0a,04a219fa7693fee8d189d56297282730f09c3ab71453f4b006ed94fecc1c7b0a,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_020:original
M0-C05-APP-019-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,f88e28d3231b3577dfb2eccf4322c3720b313629581384fedfc87a46ff60416e,f88e28d3231b3577dfb2eccf4322c3720b313629581384fedfc87a46ff60416e,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,a82c02fd:pos_020:repackaged
M0-C05-APP-020-L,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,04f870138480a86bad3e3608c950460ac47ec68d1bc968de0abc9f95baf6b466,04f870138480a86bad3e3608c950460ac47ec68d1bc968de0abc9f95baf6b466,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,serval-snt-uni-lu/Piggybacking:ground-truth/all-pairs.csv:row-22:original
M0-C05-APP-020-R,C05,code_injection,DC-C05-S01-M0;DC-C05-S02-M0;DC-C05-S03-M0;DC-C05-S04-M0;DC-C05-S05-M0,6547908fbc12cc0b98b76608e78b2661582f498852589e19755013d6c68dd9a7,6547908fbc12cc0b98b76608e78b2661582f498852589e19755013d6c68dd9a7,,AZ-PILOT-001:apps.csv,stable_cache_decoded_features_extracted,serval-snt-uni-lu/Piggybacking:ground-truth/all-pairs.csv:row-22:piggybacked
M0-LOCAL-APP-NonOptimized,C06,r8_obfuscation,DC-C04-S01-M0;DC-C06-S01-M0;DC-C08-S01-M0;DC-F01-S06-M0,NonOptimized,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,apk/simple_app/simple_app-releaseNonOptimized.apk,submodule:local-apk,runnable_local,Local APK tracked inside android-apps-similarity submodule.
M0-LOCAL-APP-Optimized,C06,r8_obfuscation,DC-C04-S01-M0;DC-C06-S01-M0;DC-C08-S01-M0;DC-F01-S06-M0,Optimized,cf18973920959d1d56561a9819e263c159d79bc0a8848d356fe8a8a4dd928d16,apk/simple_app/simple_app-releaseOptimized.apk,submodule:local-apk,runnable_local,Local APK tracked inside android-apps-similarity submodule.
M0-LOCAL-APP-Rename,C06,r8_obfuscation,DC-C04-S01-M0;DC-C06-S01-M0;DC-C08-S01-M0;DC-F01-S06-M0,Rename,78bf0e9e6b863773805434f9460569c2dfb23786ed15f866800f12171829734e,apk/simple_app/simple_app-releaseRename.apk,submodule:local-apk,runnable_local,Local APK tracked inside android-apps-similarity submodule.
M0-LOCAL-APP-Empty,C06,r8_obfuscation,DC-C04-S01-M0;DC-C06-S01-M0;DC-C08-S01-M0;DC-F01-S06-M0,Empty,e9e666e5e67d37ad0958dae5a737e1ca362acc17b8f2566b5b8d7a3ea6485d4d,apk/simple_app/simple_app-empty.apk,submodule:local-apk,runnable_local,Local APK tracked inside android-apps-similarity submodule.
M0-LOCAL-APP-Snake,C06,r8_obfuscation,DC-C04-S01-M0;DC-C06-S01-M0;DC-C08-S01-M0;DC-F01-S06-M0,Snake,7b1b28c0d925958cc77bcec207149e82c6e4f4ea2289a8cade0d93c010932487,apk/snake/snake.apk,submodule:local-apk,runnable_local,Local APK tracked inside android-apps-similarity submodule.
M0-C07-NATIVE-APP-001,C07,native_lib_change,DC-C07-S01-M0;DC-C07-S03-M0;DC-C07-S05-M0,libavcodec.so,,lib/x86_64/libavcodec.so,SYS-30-NATIVE-LIB-FINGERPRINT/report.json,report_backed_app_only,Native library fingerprint sample; pair seed still needed.
M0-C02-LIB-APK-001-L,C02,library_injection,S01;S02;S03;S04;S05,m0-familya-base,41f77e16e8da344d7a89dd070e132567f1df427189b58cd90d7405d2d65eb62d,m0/generated-apks/M0-C02-LIB-APK-001/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic library-like M0 pair; no claim about real SDK behavior.
M0-C02-LIB-APK-001-R,C02,library_injection,S01;S02;S03;S04;S05,m0-familya-library-injected,9b7e49a16e02535735e71b863b3910300686c8a0e8ed1f2e923fc5ff8f85ac06,m0/generated-apks/M0-C02-LIB-APK-001/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic library-like M0 pair; no claim about real SDK behavior.
M0-C03-RES-APK-001-L,C03,resource_change,S01;S02;S03;S04;S05,m0-familya-base,1441d2dcb6cc02efc44145360041caa06535623c663f049cf9d81bd452efc2cf,m0/generated-apks/M0-C03-RES-APK-001/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic resource-only M0 pair.
M0-C03-RES-APK-001-R,C03,resource_change,S01;S02;S03;S04;S05,m0-familya-resource-changed,311d20d49566e4eb754f9056a7a853fa0a57742768a6dd388b76d793061246cf,m0/generated-apks/M0-C03-RES-APK-001/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic resource-only M0 pair.
M0-C04-PKG-APK-002-L,C04,package_rename,S01;S02;S03;S04;S05,m0-familya-base,36425a8f13b0836794e118649dcae01d10adcf51953ab42a235b523f1837ba3f,m0/generated-apks/M0-C04-PKG-APK-002/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic package rename M0 pair.
M0-C04-PKG-APK-002-R,C04,package_rename,S01;S02;S03;S04;S05,m0-familya-package-renamed,1ef1f0920da61fcb1d3f92294374afe9f71f340cded0230f1ba134a2c78c0b68,m0/generated-apks/M0-C04-PKG-APK-002/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic package rename M0 pair.
