candidate_pair_id,left_apk_ref,right_apk_ref,left_sha256,right_sha256,left_decode_status,right_decode_status,generation_status,verification_details
DC-C03-S01-M1-CAND-0011,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0011/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0011/right.apk,3beb30ac24713f933d174c23e5dc1c0b2c5f516c8f2c0aa30ccd04e153fd54e1,13b487e72330eec35d04087d0938efc53d87feb99c85d5b1df0bb1212ee8dd4d,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0012,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0012/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0012/right.apk,19d4fd9a84e83c37ea1c4cde3e424f44aee1ee455d2474432732ce558dd12d4a,3f00500369698c831de539dee52d938e7d33aafecfa68b5c9193705952c766b9,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0013,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0013/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0013/right.apk,472b57326a0ef99f934c6586cb66be36c76ccd7d9efa83ffb4a24f685fd74f22,6a5b3cf643626f420e384ae96cef5f3ab9cbe177f50ca5eee030a7917d399162,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0014,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0014/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0014/right.apk,59100d02ebac04d98cb1969a5cc2809b8a5d5f9f0c15dbd971391727f843a2c4,c85c45dbe25de136efd20110d29d70427df6385a8769620d99e1bc1ca225c020,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0015,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0015/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0015/right.apk,0cce7951d08d38bfd4a20ed772186b824f06683ab89f9ad4a1ceb862fdd1b62c,0642a1bca5d193c5dd95d465bb9d06243ef070b34a09952f465a60b8eed0f0b7,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0016,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0016/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0016/right.apk,697405997890e092cd604d918d49ec382545a4256059ff98901a100287646524,c781d2c1d7c52750ed170a9ab42aee841fbc7043947ad8ad2d9118f4f6523549,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0017,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0017/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0017/right.apk,db98a2c27820cc6431b1098919ea8a8f92fbd9a386bab70c92a669ef476d2fd3,e3bb15d19c4a12d4335e359d495c9739590269c44f5b078cc3d8d165afb0c4dc,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0018,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0018/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0018/right.apk,c7fadb027aa1811c07cd0f0366014afadea02f63c379cf02d70880e4a17b5e9b,aae39203edc4981dbe5509c9dde1af75fb985c7f5fa002e24f9ff6dd25f8fe62,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0019,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0019/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0019/right.apk,2cc552555e652a7c4ffccc9752fe47440e3a4535ae26223aa09b28d6583998db,2f37a2208a005d9573414409d7aa7372eeb6e9c0bd4db2afd359bc5eb640e194,success,success,success,apktool build/sign/decode ok; right side contains changed resources
DC-C03-S01-M1-CAND-0020,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0020/left.apk,m1/DC-C03-S01-M1/generated-apks/DC-C03-S01-M1-CAND-0020/right.apk,7d5fb11d6abfa6798440a58a89e013bdda116680f774fbf9c62fccf13d169891,aeafe1caa1f7082dee5f735a8b1fc94cf21f8130ef0965b119c3298caafa44da,success,success,success,apktool build/sign/decode ok; right side contains changed resources
