pair_id,change_tag,tag_source,tag_confidence,tag_evidence
DC-C03-S01-M1-POS-0011,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0011,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0012,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0012
DC-C03-S01-M1-POS-0012,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0012,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0013,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0013
DC-C03-S01-M1-POS-0013,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0013,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0014,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0014
DC-C03-S01-M1-POS-0014,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0014,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0015,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0015
DC-C03-S01-M1-POS-0015,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0015,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0016,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0016
DC-C03-S01-M1-POS-0016,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0016,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0017,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0017
DC-C03-S01-M1-POS-0017,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0017,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0018,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0018
DC-C03-S01-M1-POS-0018,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0018,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0019,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0019
DC-C03-S01-M1-POS-0019,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0019,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0020,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0020
DC-C03-S01-M1-POS-0020,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0020,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-NEG-0001,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0001->DC-C03-S01-M1-CAND-0002
DC-C03-S01-M1-NEG-0002,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0002->DC-C03-S01-M1-CAND-0003
DC-C03-S01-M1-NEG-0003,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0003->DC-C03-S01-M1-CAND-0004
DC-C03-S01-M1-NEG-0004,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0004->DC-C03-S01-M1-CAND-0006
DC-C03-S01-M1-NEG-0005,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0006->DC-C03-S01-M1-CAND-0007
DC-C03-S01-M1-NEG-0006,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0007->DC-C03-S01-M1-CAND-0008
DC-C03-S01-M1-NEG-0007,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0008->DC-C03-S01-M1-CAND-0009
DC-C03-S01-M1-NEG-0008,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0009->DC-C03-S01-M1-CAND-0011
DC-C03-S01-M1-NEG-0009,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0011->DC-C03-S01-M1-CAND-0012
DC-C03-S01-M1-NEG-0010,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0012->DC-C03-S01-M1-CAND-0013
DC-C03-S01-M1-NEG-0011,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0013->DC-C03-S01-M1-CAND-0014
DC-C03-S01-M1-NEG-0012,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0014->DC-C03-S01-M1-CAND-0016
DC-C03-S01-M1-NEG-0013,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0016->DC-C03-S01-M1-CAND-0017
DC-C03-S01-M1-NEG-0014,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0017->DC-C03-S01-M1-CAND-0018
DC-C03-S01-M1-NEG-0015,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0018->DC-C03-S01-M1-CAND-0019
DC-C03-S01-M1-NEG-0016,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0019->DC-C03-S01-M1-CAND-0001
DC-C03-S01-M1-NEG-0017,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0005->DC-C03-S01-M1-CAND-0010
DC-C03-S01-M1-NEG-0018,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0010->DC-C03-S01-M1-CAND-0015
DC-C03-S01-M1-NEG-0019,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0015->DC-C03-S01-M1-CAND-0020
DC-C03-S01-M1-NEG-0020,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C03-S01-M1-CAND-0020->DC-C03-S01-M1-CAND-0005
