pair_id,change_tag,tag_source,tag_confidence,tag_evidence
DC-C08-S01-M1-POS-0007,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.6250
DC-C08-S01-M1-POS-0008,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0008
DC-C08-S01-M1-POS-0008,class_count_reduction,feature_delta_smoke,strong,9->6
DC-C08-S01-M1-POS-0008,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.6667
DC-C08-S01-M1-POS-0009,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0009
DC-C08-S01-M1-POS-0009,class_count_reduction,feature_delta_smoke,strong,10->7
DC-C08-S01-M1-POS-0009,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.7000
DC-C08-S01-M1-POS-0010,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0010
DC-C08-S01-M1-POS-0010,class_count_reduction,feature_delta_smoke,strong,6->3
DC-C08-S01-M1-POS-0010,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.5000
DC-C08-S01-M1-POS-0011,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0011
DC-C08-S01-M1-POS-0011,class_count_reduction,feature_delta_smoke,strong,7->4
DC-C08-S01-M1-POS-0011,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.5714
DC-C08-S01-M1-POS-0012,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0012
DC-C08-S01-M1-POS-0012,class_count_reduction,feature_delta_smoke,strong,8->5
DC-C08-S01-M1-POS-0012,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.6250
DC-C08-S01-M1-POS-0013,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0013
DC-C08-S01-M1-POS-0013,class_count_reduction,feature_delta_smoke,strong,9->6
DC-C08-S01-M1-POS-0013,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.6667
DC-C08-S01-M1-POS-0014,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0014
DC-C08-S01-M1-POS-0014,class_count_reduction,feature_delta_smoke,strong,10->7
DC-C08-S01-M1-POS-0014,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.7000
DC-C08-S01-M1-POS-0015,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0015
DC-C08-S01-M1-POS-0015,class_count_reduction,feature_delta_smoke,strong,6->3
DC-C08-S01-M1-POS-0015,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.5000
DC-C08-S01-M1-POS-0016,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0016
DC-C08-S01-M1-POS-0016,class_count_reduction,feature_delta_smoke,strong,7->4
DC-C08-S01-M1-POS-0016,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.5714
DC-C08-S01-M1-POS-0017,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0017
DC-C08-S01-M1-POS-0017,class_count_reduction,feature_delta_smoke,strong,8->5
DC-C08-S01-M1-POS-0017,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.6250
DC-C08-S01-M1-POS-0018,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0018
DC-C08-S01-M1-POS-0018,class_count_reduction,feature_delta_smoke,strong,9->6
DC-C08-S01-M1-POS-0018,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.6667
DC-C08-S01-M1-POS-0019,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0019
DC-C08-S01-M1-POS-0019,class_count_reduction,feature_delta_smoke,strong,10->7
DC-C08-S01-M1-POS-0019,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.7000
DC-C08-S01-M1-POS-0020,code_deletion,controlled_generation_rule,strong,DC-C08-S01-M1-CAND-0020
DC-C08-S01-M1-POS-0020,class_count_reduction,feature_delta_smoke,strong,6->3
DC-C08-S01-M1-POS-0020,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.5000
DC-C08-S01-M1-NEG-0001,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0001->DC-C08-S01-M1-CAND-0002
DC-C08-S01-M1-NEG-0002,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0002->DC-C08-S01-M1-CAND-0003
DC-C08-S01-M1-NEG-0003,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0003->DC-C08-S01-M1-CAND-0004
DC-C08-S01-M1-NEG-0004,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0004->DC-C08-S01-M1-CAND-0006
DC-C08-S01-M1-NEG-0005,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0006->DC-C08-S01-M1-CAND-0007
DC-C08-S01-M1-NEG-0006,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0007->DC-C08-S01-M1-CAND-0008
DC-C08-S01-M1-NEG-0007,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0008->DC-C08-S01-M1-CAND-0009
DC-C08-S01-M1-NEG-0008,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0009->DC-C08-S01-M1-CAND-0011
DC-C08-S01-M1-NEG-0009,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0011->DC-C08-S01-M1-CAND-0012
DC-C08-S01-M1-NEG-0010,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0012->DC-C08-S01-M1-CAND-0013
DC-C08-S01-M1-NEG-0011,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0013->DC-C08-S01-M1-CAND-0014
DC-C08-S01-M1-NEG-0012,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0014->DC-C08-S01-M1-CAND-0016
DC-C08-S01-M1-NEG-0013,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0016->DC-C08-S01-M1-CAND-0017
DC-C08-S01-M1-NEG-0014,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0017->DC-C08-S01-M1-CAND-0018
DC-C08-S01-M1-NEG-0015,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0018->DC-C08-S01-M1-CAND-0019
DC-C08-S01-M1-NEG-0016,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0019->DC-C08-S01-M1-CAND-0001
DC-C08-S01-M1-NEG-0017,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0005->DC-C08-S01-M1-CAND-0010
DC-C08-S01-M1-NEG-0018,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0010->DC-C08-S01-M1-CAND-0015
DC-C08-S01-M1-NEG-0019,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0015->DC-C08-S01-M1-CAND-0020
DC-C08-S01-M1-NEG-0020,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C08-S01-M1-CAND-0020->DC-C08-S01-M1-CAND-0005
