pair_id,dataset_id,dataset_version,left_sha256,right_sha256,label,lineage_group_id,split,ground_truth_source,label_confidence,notes
DC-C04-S01-M1-CAND-0011,DC-C04-S01-M1,m1-controlled-2026-06-12,0cc148a78204618127be3d46dbc7675093cce4c3a91efa456be3b7b8c7d90a02,c40ea5700780601f3aaa97fa9e1e50dcafc7e42141233c46a8efb3c8242daaa3,positive_package_rename,C04M1-PKG-0011,dev,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0012,DC-C04-S01-M1,m1-controlled-2026-06-12,129e5785ddb826c44ebb5b628451f483cfbde7a8fadcb03be89dab04193246af,1c3b23a85d5a1c1dbe1a950eebac3912f4d9b49faa4dc1936ff3f926c320b6fc,positive_package_rename,C04M1-PKG-0012,dev,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0013,DC-C04-S01-M1,m1-controlled-2026-06-12,e96ac902dfad900527efa6ac9eb8a246c045cfb0deaf36518e963395c0ce7c40,2193c97240a680d89b1d1048fae35f714cf791c0b0c4f6a21fdff75f265f47f4,positive_package_rename,C04M1-PKG-0013,dev,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0014,DC-C04-S01-M1,m1-controlled-2026-06-12,17a71a6f218002c38ae4f3ac921c28a905245cbe872fd1d9ddcb142e6c5ab99b,9f7a3a2d1e0a9df0cfe27eb4f8f42644aa3f7834afa41c202fb9dafb3598e7fd,positive_package_rename,C04M1-PKG-0014,dev,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0015,DC-C04-S01-M1,m1-controlled-2026-06-12,b8cf7a16fd7c67d9b97b97f831605dcf3f5d4a30c957ce0fa7be479358b5fd21,3afddd8f4c609a2b31113737ea1d733f9bf2eda8e3d8e4fb5c3b6478cf4df5ce,positive_package_rename,C04M1-PKG-0015,holdout,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0016,DC-C04-S01-M1,m1-controlled-2026-06-12,cb9e1b8b06e2aa849afba87b1eeffbdcc8c9861708bca156cab850e9bef4a0e0,2de78539aee5e42c127bfa5db205e838661abfa8e8ba2b948c49adb8e6c9c899,positive_package_rename,C04M1-PKG-0016,dev,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0017,DC-C04-S01-M1,m1-controlled-2026-06-12,e9c1f99fe5219dbeeb7ec57c9eecc53d281b7a8e8934e0d1304ec28730c9d4b0,4ead74261ae044e268d3824bf528d1b0b38872bc1792dc96b2dd68a709b96e38,positive_package_rename,C04M1-PKG-0017,dev,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0018,DC-C04-S01-M1,m1-controlled-2026-06-12,86ed979c9ec5726aa81475408caa2629f81e70987da1a52ca273df8f36e32315,c93b00e353bdb36678dce3d1cd84107c0b41e9668b8311844a6852834421efc8,positive_package_rename,C04M1-PKG-0018,dev,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0019,DC-C04-S01-M1,m1-controlled-2026-06-12,e0bba799aa77ba0947c4cb6af53f22a0db4d0f69b10329f94c45122102e44b9b,d5c45eb432263d08f3c3804edaa58e7087805a629779774afca7d743888206e9,positive_package_rename,C04M1-PKG-0019,dev,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
DC-C04-S01-M1-CAND-0020,DC-C04-S01-M1,m1-controlled-2026-06-12,b582240082cf47cfa1d4705ba77597d985be9a13ee3b58b4c0782c1b292cb0a7,89c48ddac6a08902f91becfccdf251ccf71bd7e0efcf6105685b6719027955b3,positive_package_rename,C04M1-PKG-0020,holdout,controlled synthetic local generation,strong,right APK uses a different package namespace; generated class count and resources stay stable
