pair_id,change_tag,tag_source,tag_confidence,tag_evidence
DC-C04-S01-M1-POS-0006,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0006
DC-C04-S01-M1-POS-0006,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f006->com.phd.m1.c04.renamed.f006
DC-C04-S01-M1-POS-0006,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0006
DC-C04-S01-M1-POS-0006,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0007,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0007
DC-C04-S01-M1-POS-0007,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f007->com.phd.m1.c04.renamed.f007
DC-C04-S01-M1-POS-0007,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0007
DC-C04-S01-M1-POS-0007,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0008,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0008
DC-C04-S01-M1-POS-0008,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f008->com.phd.m1.c04.renamed.f008
DC-C04-S01-M1-POS-0008,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0008
DC-C04-S01-M1-POS-0008,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0009,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0009
DC-C04-S01-M1-POS-0009,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f009->com.phd.m1.c04.renamed.f009
DC-C04-S01-M1-POS-0009,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0009
DC-C04-S01-M1-POS-0009,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0010,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0010
DC-C04-S01-M1-POS-0010,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f010->com.phd.m1.c04.renamed.f010
DC-C04-S01-M1-POS-0010,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0010
DC-C04-S01-M1-POS-0010,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0011,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0011
DC-C04-S01-M1-POS-0011,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f011->com.phd.m1.c04.renamed.f011
DC-C04-S01-M1-POS-0011,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0011
DC-C04-S01-M1-POS-0011,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0012,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0012
DC-C04-S01-M1-POS-0012,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f012->com.phd.m1.c04.renamed.f012
DC-C04-S01-M1-POS-0012,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0012
DC-C04-S01-M1-POS-0012,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0013,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0013
DC-C04-S01-M1-POS-0013,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f013->com.phd.m1.c04.renamed.f013
DC-C04-S01-M1-POS-0013,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0013
DC-C04-S01-M1-POS-0013,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0014,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0014
DC-C04-S01-M1-POS-0014,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f014->com.phd.m1.c04.renamed.f014
DC-C04-S01-M1-POS-0014,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0014
DC-C04-S01-M1-POS-0014,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0015,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0015
DC-C04-S01-M1-POS-0015,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f015->com.phd.m1.c04.renamed.f015
DC-C04-S01-M1-POS-0015,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0015
DC-C04-S01-M1-POS-0015,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0016,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0016
DC-C04-S01-M1-POS-0016,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f016->com.phd.m1.c04.renamed.f016
DC-C04-S01-M1-POS-0016,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0016
DC-C04-S01-M1-POS-0016,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0017,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0017
DC-C04-S01-M1-POS-0017,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f017->com.phd.m1.c04.renamed.f017
DC-C04-S01-M1-POS-0017,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0017
DC-C04-S01-M1-POS-0017,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0018,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0018
DC-C04-S01-M1-POS-0018,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f018->com.phd.m1.c04.renamed.f018
DC-C04-S01-M1-POS-0018,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0018
DC-C04-S01-M1-POS-0018,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0019,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0019
DC-C04-S01-M1-POS-0019,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f019->com.phd.m1.c04.renamed.f019
DC-C04-S01-M1-POS-0019,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0019
DC-C04-S01-M1-POS-0019,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0020,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0020
DC-C04-S01-M1-POS-0020,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f020->com.phd.m1.c04.renamed.f020
DC-C04-S01-M1-POS-0020,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0020
DC-C04-S01-M1-POS-0020,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-NEG-0001,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0001->DC-C04-S01-M1-CAND-0002
DC-C04-S01-M1-NEG-0002,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0002->DC-C04-S01-M1-CAND-0003
DC-C04-S01-M1-NEG-0003,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0003->DC-C04-S01-M1-CAND-0004
DC-C04-S01-M1-NEG-0004,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0004->DC-C04-S01-M1-CAND-0006
DC-C04-S01-M1-NEG-0005,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0006->DC-C04-S01-M1-CAND-0007
DC-C04-S01-M1-NEG-0006,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0007->DC-C04-S01-M1-CAND-0008
DC-C04-S01-M1-NEG-0007,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0008->DC-C04-S01-M1-CAND-0009
DC-C04-S01-M1-NEG-0008,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0009->DC-C04-S01-M1-CAND-0011
DC-C04-S01-M1-NEG-0009,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0011->DC-C04-S01-M1-CAND-0012
DC-C04-S01-M1-NEG-0010,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0012->DC-C04-S01-M1-CAND-0013
DC-C04-S01-M1-NEG-0011,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0013->DC-C04-S01-M1-CAND-0014
DC-C04-S01-M1-NEG-0012,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0014->DC-C04-S01-M1-CAND-0016
DC-C04-S01-M1-NEG-0013,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0016->DC-C04-S01-M1-CAND-0017
DC-C04-S01-M1-NEG-0014,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0017->DC-C04-S01-M1-CAND-0018
DC-C04-S01-M1-NEG-0015,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0018->DC-C04-S01-M1-CAND-0019
DC-C04-S01-M1-NEG-0016,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0019->DC-C04-S01-M1-CAND-0001
DC-C04-S01-M1-NEG-0017,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0005->DC-C04-S01-M1-CAND-0010
DC-C04-S01-M1-NEG-0018,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0010->DC-C04-S01-M1-CAND-0015
DC-C04-S01-M1-NEG-0019,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0015->DC-C04-S01-M1-CAND-0020
DC-C04-S01-M1-NEG-0020,negative_non_clone,negative_sampling_policy,strong,negative_shift:DC-C04-S01-M1-CAND-0020->DC-C04-S01-M1-CAND-0005
